tensor_id,filename,label
94,Hectochlorin.fasta,0
95,BGC0001903.fna,1
96,BGC0002412.fasta,0
97,Hedamycin.fasta,0
98,BGC0001238.fna,1
99,BGC0000948.fna,1
100,MT149902.1.fasta,1
101,ficellomycin.fasta,0
102,napsamycin.fasta,1
103,BGC0001773_selvamicin.fasta,0
104,BGC0001677.fasta,0
105,BGC0000459.fna,0
106,stenothricin.fasta,0
107,BGC0000368.fna,0
108,plantazolicin.fasta,0
109,BGC0000990.fna,0
110,BGC0001007.fasta,0
111,BGC0001648_lasalocid.fasta,0
112,BGC0000802.fna,0
113,BGC0001491_67_121C.fasta,0
114,BGC0001622_isotropolone_C.fasta,0
115,cladoniamide.fasta,0
116,yersiniabactin.fasta,0
117,BGC0001413.fasta,0
118,BGC0002362.fasta,0
119,BGC0001503_amycolamycin_B.fasta,0
120,BGC0001409.fasta,0
121,BGC0002649.fna,0
122,MH743142.1.fasta,1
123,BGC0001653_linfuranone_C.fasta,0
124,BGC0002510.fasta,0
125,BGC0001886.fna,0
126,ikarugamycin.fasta,0
127,microcystin.fasta,0
128,BGC0002261.fna,0
129,BGC0002488.fna,1
130,depudecin.fasta,0
131,BGC0001637.fna,0
132,nanchangmycin.fasta,0
133,MK388866.1.fasta,0
134,chloramphenicol.fasta,0
135,BGC0000860.fasta,1
136,BGC0002268.fna,0
137,BGC0002095.fna,0
138,BGC0002137.fna,0
139,BGC0002352.fna,1
140,BGC0001650_Le_pyrrolopyrazines.fasta,0
141,pellasoren.fasta,0
142,BGC0002617.fna,0
143,BGC0001487.fna,1
144,EF472579.1.fasta,0
145,LC572270.1.fasta,0
146,bongkrekic_acid.fasta,0
147,BGC0002104.fasta,0
148,BGC0002245.fna,0
149,BGC0000654.fna,0
150,BGC0002480.fna,0
151,phthoxazolin.fasta,0
152,geobacillin_I.fasta,0
153,BGC0000128.fasta,0
154,BGC0000880.fasta,1
155,cylindrocyclophane.fasta,0
156,BGC0002470.fna,1
157,BGC0001490.fna,1
158,BGC0001065.fasta,0
159,guadinomine.fasta,0
160,BGC0000773.fna,0
161,cichorine.fasta,0
162,BGC0002693.fna,0
163,pradimicin.fasta,0
164,MK370905.1.fasta,0
165,nocamycin.fasta,0
166,MH069655.1.fasta,0
167,BGC0000911.fasta,1
168,BGC0002155.fna,0
169,capistruin.fasta,0
170,BGC0001934.fna,0
171,BGC0001157.fasta,0
172,enacyloxin.fasta,0
173,nocardiopsin.fasta,0
174,BGC0000745.fasta,0
175,BGC0001826_xeneprotides_A_C.fasta,0
176,BGC0001374.fna,1
177,BGC0001909.fna,0
178,thuggacin.fasta,0
179,MH743143.1.fasta,0
180,BGC0002319.fasta,0
181,reductasporine.fasta,1
182,BGC0002625.fna,0
183,BGC0001219.fasta,0
184,BGC0001515_aspercryptins.fasta,0
185,MK636692.1.fasta,0
186,BGC0000905.fna,1
187,BGC0001011.fasta,0
188,FR33289.fasta,1
189,BGC0000337.fasta,0
190,microcin_J25.fasta,0
191,BGC0000192.fasta,0
192,melithiazol.fasta,0
193,BGC0002271.fna,0
194,BGC0000252.fna,0
195,BGC0000088.fasta,0
196,BGC0002475.fasta,0
197,amychelin.fasta,0
198,Ansamitocin.fasta,0
199,frenolicin.fasta,0
200,BGC0001590_formicamycins_A_M.fasta,0
201,B-Ny266.fasta,0
202,BGC0002561.fna,0
203,BGC0001905.fna,0
204,rhizoxin.fasta,0
205,BGC0000769.fna,0
206,BGC0000779.fna,0
207,BGC0001233.fasta,0
208,BGC0001646_lagriamide.fasta,0
209,BGC0000850.fasta,1
210,BGC0002469.fna,1
211,BGC0000765.fna,0
212,BGC0000410.fasta,0
213,BGC0001536_brevicidine.fasta,0
214,BGC0002484.fna,0
215,BGC0001658_macrotermycins.fasta,0
216,BK010686.1.fasta,0
217,ascomycin.fasta,0
218,BGC0000738.fna,0
219,aureusimine.fasta,0
220,BGC0001559.fasta,0
221,BGC0001762_rubrolone_A.fasta,0
222,BGC0001199.fasta,0
223,BGC0000962.fasta,0
224,locillomycin.fasta,0
225,marinopyrrole.fasta,0
226,BGC0001190.fasta,0
227,mensacaricin.fasta,0
228,BGC0001337.fasta,0
229,BGC0001605.fna,0
230,BGC0001542_cercosporin.fasta,0
231,alnumycin.fasta,0
232,lasalocid.fasta,0
233,BGC0002360.fna,0
234,BGC0001745_PlpA3.fasta,0
235,BGC0000664.fna,0
236,BGC0001056.fasta,0
237,BGC0000921.fasta,1
238,BGC0000807.fna,0
239,ravidomycin.fasta,0
240,BGC0000064.fasta,0
241,BGC0002276.fna,0
242,BGC0000919.fna,1
243,BGC0002315.fna,0
244,cystomanamide.fasta,0
245,BGC0002581.fna,0
246,rubradirin.fasta,0
247,arylomycins.fasta,0
248,BGC0002180.fna,0
249,BGC0001108.fasta,0
250,BGC0000793.fna,0
251,BGC0001589.fna,0
252,BGC0001427.fasta,0
253,BGC0002164.fna,0
254,BGC0001169.fasta,0
255,BGC0000413.fasta,0
256,BGC0002381.fna,0
257,BGC0002168.fna,0
258,BGC0000343.fasta,0
259,BGC0001215_conglobatin.fasta,0
260,cyclizidine.fasta,0
261,BGC0000786.fna,0
262,BGC0001866.fna,0
263,uberolysin.fasta,0
264,BGC0001738_phomasetin.fasta,0
265,BGC0002054.fasta,0
266,arthrofactin.fasta,0
267,BGC0002696.fna,0
268,BGC0002187.fasta,0
269,platinum_BGC0000143.fasta,0
270,BGC0001674_MS_271.fasta,0
271,BGC0002726.fna,0
272,BGC0002099.fasta,0
273,BGC0002642.fna,0
274,BGC0000812.fna,0
275,BGC0001547.fna,0
276,BGC0002359.fna,0
277,BGC0001539_cattlecin.fasta,0
278,BGC0001791_sunshinamide.fasta,0
279,BGC0000845.fasta,1
280,calcimycin.fasta,0
281,BGC0001406.fasta,0
282,Erwinia_1-carbapen-2-em-3-carboxylic_acid.fasta,1
283,BGC0001422_Myxochromide_A.fasta.txt,0
284,lomaiviticin.fasta,0
285,BGC0001386.fasta,0
286,BGC0001431.fasta,0
287,MZ394730.1.fasta,0
288,sphingonodin.fasta,0
289,BGC0000470.fasta,0
290,triostin_A.fasta,0
291,BGC0001731.fna,1
292,microviridin_K.fasta,0
293,simocyclinone.fasta,1
294,platinum_fusaricidin.fasta,0
295,BGC0001619.fasta,0
296,BGC0002683.fna,1
297,BGC0001540.fasta,1
298,entolysin.fasta,0
299,BGC0000830.fasta,1
300,BGC0000889.fasta,1
301,BGC0001822_vioprolide.fasta,0
302,BGC0000651.fna,0
303,MZ964597.1.fasta,0
304,BGC0000841.fna,1
305,BGC0001185.fasta,0
306,BGC0000667.fasta,0
307,patellamide.fasta,0
308,BGC0000924.fna,1
309,epothilone.fasta,0
310,BGC0001395.fasta,1
311,BGC0002486.fasta,0
312,phoslactomycin.fasta,0
313,BGC0000592.fasta,0
314,BGC0001392.fasta,0
315,BGC0001860.fasta,0
316,BGC0000217.fna,0
317,BGC0000508.fasta,0
318,griseusin.fasta,0
319,BGC0001781_sphaericin.fasta,0
320,BGC0002364.fna,0
321,BGC0000579.fasta,0
322,BGC0000007.fasta,0
323,goadsporin.fasta,0
324,catenulipeptin.fasta,0
325,BGC0001704_nocuolin_A.fasta,1
326,BGC0001268.fasta,0
327,BGC0001220.fasta,0
328,BGC0001962.fna,0
329,MT994316.1.fasta,1
330,neocarzinostatin.fasta,0
331,BGC0000890.fna,1
332,BGC0002343.fasta,0
333,BGC0001630_kasumigamide.fasta,0
334,BGC0000679.fna,0
335,tomaymycin.fasta,0
336,BGC0000045.fasta,0
337,BGC0000623.fasta,0
338,BGC0000803.fna,0
339,BGC0000778.fna,0
340,saframycin.fasta,0
341,BGC0002592.fasta,0
342,MN734804.1.fasta,0
343,BGC0002491.fasta,0
344,MH534948.1.fasta,0
345,MN956991.1.fasta,0
346,BGC0000782.fna,0
347,BGC0001470_macrobrevin.fasta,0
348,BGC0001880.fasta,0
349,FK228.fasta,0
350,BGC0001500_allocyclinone.fasta,0
351,BGC0002706.fna,0
352,BGC0000278.fasta,0
353,BGC0000364.fna,0
354,BGC0001629.fasta,0
355,BGC0000247.fasta,0
356,BGC0002407.fasta,1
357,nostophycin.fasta,0
358,BGC0002273.fna,0
359,nisin.fasta,0
360,BGC0002234.fna,0
361,BGC0001729.fna,0
362,Cahuitamycin_A.fasta,0
363,BGC0002176.fasta,0
364,BGC0002287.fasta,0
365,BGC0001301.fasta,0
366,BGC0000796.fna,0
367,subtilomycin.fasta,0
368,erythreapeptin.fasta,0
369,BGC0002427.fna,0
370,BGC0000858.fasta,1
371,terreic_acid.fasta,0
372,BGC0002702.fna,0
373,BGC0000009.fasta,0
374,salivaricin_DN.fasta,0
375,BGC0002492.fasta,0
376,BGC0001350.fasta,0
377,cryptophycin.fasta,0
378,BGC0001626_isoindolinone.fasta,0
379,fumonisin.fasta,0
380,aspirochlorine.fasta,0
381,BGC0001882.fna,0
382,BGC0000702.fasta,0
383,BGC0000806.fna,0
384,BGC0000415.fasta,0
385,BGC0000983.fasta,0
386,oviedomycin.fasta,0
387,michiganin.fasta,0
388,BGC0001495_actinoallolide_A.fasta,0
389,lysolipin.fasta,0
390,Pseudospumigin_A.fasta,0
391,BGC0000241.fasta,0
392,BGC0001119.fasta,0
393,BGC0000154.fna,0
394,griseorhodin.fasta,0
395,BGC0001724_oxaleimide_C.fasta,0
396,eponemycin.fasta,0
397,prenylagaramide.fasta,0
398,piricyclamide.fasta,0
399,BGC0002017.fna,0
400,BGC0002045.fna,0
401,BGC0000327.fasta,0
402,thiomarinol.fasta,0
403,MK934297.1.fasta,0
404,BGC0001661_mayamycin_B.fasta,0
405,BGC0002651.fna,0
406,BGC0002441.fna,0
407,BGC0001522_auroramycin.fasta,0
408,BGC0002369.fna,0
409,BGC0001525_bartoloside_3.fasta,1
410,BGC0000627.fasta,0
411,BGC0000076.fasta,0
412,BGC0002557.fna,0
413,BGC0001955.fasta,0
414,BGC0002675.fna,0
415,BGC0001166.fasta,0
416,BGC0002207.fna,1
417,BGC0002277.fna,0
418,albicidin.fasta,0
419,BGC0000682.fasta,0
420,BGC0002242.fna,0
421,BGC0002034.fna,1
422,labyrinthopeptin.fasta,0
423,BGC0002605.fasta,0
424,BGC0002356.fasta,1
425,BGC0002147.fna,0
426,BGC0002210.fna,0
427,BGC0000981.fasta,0
428,BGC0002564.fna,0
429,BGC0000280.fna,0
430,zwittermicin.fasta,0
431,BGC0001833.fasta,0
432,BGC0002380.fasta,0
433,BGC0001191.fna,1
434,tirandamycin.fasta,0
435,BGC0002229.fna,0
436,BGC0001217.fna,1
437,gilvocarcin.fasta,0
438,BGC0000412.fasta,0
439,BGC0000776.fna,0
440,BGC0001584.fasta,0
441,BGC0001456.fna,0
442,BGC0001874.fna,0
443,BGC0001101.fasta,0
444,BGC0000313.fasta,0
445,BGC0002304.fna,0
446,BGC0001722_orsellinaldehydes.fasta,0
447,cinnamycin.fasta,0
448,BGC0002656.fna,0
449,BGC0002134.fna,1
450,BGC0002584.fasta,0
451,BGC0002453.fna,0
452,BGC0001037.fasta,0
453,apoptolidin.fasta,0
454,BGC0001718_okaramine_D.fasta,0
455,TLN-05220.fasta,0
456,A-74528.fasta,0
457,BGC0001654.fna,0
458,tiacumicin.fasta,0
459,BGC0002131.fna,0
460,BGC0000637.fna,0
461,BGC0001189.fasta,0
462,BGC0000740.fna,0
463,myxovirescin.fasta,0
464,BGC0002012.fna,0
465,medermycin.fasta,0
466,reveromycin.fasta,0
467,BGC0000301.fasta,0
468,BGC0000194.fasta,0
469,alpha_lipomycin.fasta,0
470,BGC0002186.fna,0
471,cinnabaramide.fasta,0
472,BGC0001488.fna,1
473,fumitremorgin.fasta,0
474,BGC0002143.fna,0
475,BGC0000243.fna,0
476,BGC0000976.fasta,0
477,lankamycin.fasta,0
478,naphthomycin.fasta,0
479,BGC0002501.fasta,0
480,landomycin.fasta,0
481,BGC0000270.fasta,0
482,BGC0002467.fna,0
483,BGC0000476.fasta,0
484,BGC0001842.fasta,0
485,BGC0002662.fna,0
486,hygrocin.fasta,0
487,polyketomycin.fasta,0
488,BGC0002100.fna,1
489,BGC0000674.fna,0
490,enduracidin.fasta,0
491,BGC0001008.fna,0
492,scabichelin.fasta,0
493,BGC0001549_citrulassin_B.fasta,0
494,nisin_Z.fasta,0
495,benastatin.fasta,0
496,BGC0000781.fna,0
497,BGC0000182.fasta,0
498,tautomycin.fasta,0
499,BGC0001170.fasta,0
500,BGC0000840.fasta,1
501,BGC0001448_Malacidin_B.fasta,0
502,BGC0002232.fna,0
503,BGC0002133.fasta,0
504,AY167420.1.fasta,0
505,BGC0002020.fna,0
506,kendomycin.fasta,0
507,Liposidomycin.fasta,1
508,BGC0000281.fna,0
509,BGC0001659.fna,0
510,BGC0000010.fasta,0
511,BGC0001769_saquayamycin.fasta,0
512,BGC0002208.fna,0
513,migrastatin.fasta,0
514,BGC0000902.fna,0
515,BGC0001095.fasta,0
516,BGC0002139.fna,0
517,micropeptin.fasta,0
518,caerulomycin_A.fasta,0
519,BGC0001565.fasta,0
520,BGC0002527.fna,1
521,syringolin.fasta,0
522,mutacin_I.fasta,0
523,BGC0002205.fna,0
524,laidlomycin.fasta,0
525,Fosfomycin_Pseudomonas.FASTA,1
526,BGC0002239.fna,0
527,BGC0001329_Rakicidin_D.fasta,0
528,BGC0000683.fna,0
529,BGC0001692_nematophin.fasta,0
530,LC375135.1.fasta,0
531,BGC0000442.fna,0
532,BGC0001085.fasta,0
533,BGC0001848.fna,1
534,BGC0000053.fasta,0
535,BGC0001778_showdomycin.fasta,1
536,BGC0001595.fna,0
537,erdasporine.fasta,0
538,BGC0001248.fna,0
539,BGC0002354.fasta,0
540,BGC0001780_siphonazole.fasta,0
541,BGC0001312.fasta,0
542,LC495479.1.fasta,0
543,BGC0001665_methylated_acyl_phloroglucinol.fasta,0
544,BGC0002715.fna,0
545,BGC0002088.fna,0
546,alternariol.fasta,0
547,BGC0001953.fasta,0
548,acetylaranotin.fasta,0
549,BGC0001496_actinokineosin.fasta,0
550,fungisporin.fasta,0
551,marinostatin.fasta,0
552,BGC0002749.fna,0
553,collismycin_A.fasta,0
554,BGC0001823_weishanmycin.fasta,0
555,BGC0002736.fna,0
556,BGC0000788.fna,0
557,curacin.fasta,0
558,FR901464.fasta,0
559,alternapyrone.fasta,0
560,sorangicin.fasta,0
561,oxazolomycin.fasta,0
562,BGC0001835.fna,0
563,BGC0000208.fna,0
564,BGC0000634.fna,0
565,streptovaricin.fasta,0
566,nystatin.fasta,0
567,BGC0001242.fasta,0
568,pyrrolomycin.fasta,0
569,AB819321.1.fasta,0
570,BGC0001824_xefoampeptides_A_G.fasta,0
571,tallysomycin.fasta,0
572,BGC0000043.fasta,0
573,BGC0001768_sansalvamide.fasta,0
574,MN161664.1.fasta,1
575,BGC0001989.fna,1
576,BGC0001258.fasta,0
577,BGC0000188.fna,0
578,BGC0001339.fasta,0
579,salivaricin_A.fasta,0
580,rhizopodin.fasta,0
581,Desferrioxamine.fasta,1
582,BGC0002262.fna,0
583,BGC0002087.fna,0
584,BGC0002220.fna,0
585,koranimine.fasta,0
586,GE2270.fasta,0
587,lariatin.fasta,0
588,BGC0002408.fasta,0
589,BGC0000322.fasta,0
590,BGC0002274.fna,0
591,MN974405.1.fasta,0
592,BGC0001869.fna,1
593,BGC0002471.fna,1
594,neoaureothin.fasta,0
595,BGC0000746.fasta,0
596,BGC0000839.fasta,1
597,BGC0000593.fasta,0
598,BGC0000856.fasta,1
599,BGC0001757.fasta,1
600,BGC0002608.fasta,0
601,BGC0001717_okaramine_B.fasta,0
602,BGC0001577.fasta,0
603,BGC0002528.fna,0
604,BGC0001806_tolaasin.fasta,0
605,AM168450.2.fasta,0
606,BGC0001137.fna,0
607,MK685983.1.fasta,1
608,BGC0001990.fna,1
609,BGC0000362.fasta,0
610,BGC0001685.fna,1
611,BGC0000461.fasta,0
612,BGC0001843.fna,0
613,bactobolin.fasta,0
614,BGC0000912.fasta,1
615,lichenicidin.fasta,0
616,anatoxin.fasta,0
617,BGC0001402.fasta,0
618,solanapyrone.fasta,0
619,BGC0001481.fna,0
620,BGC0002571.fna,0
621,BGC0002317.fasta,0
622,BGC0000174.fasta,0
623,cycloheximide.fasta,0
624,BGC0000445.fasta,0
625,BGC0000743.fasta,0
626,BGC0000826.fasta,0
627,BGC0000727.fna,0
628,legonaridin.fasta,0
629,BGC0000132.fasta,0
630,BGC0002019.fna,0
631,BGC0001458_salinipostin.fasta,1
632,BGC0000648.fna,0
633,BGC0002158.fna,0
634,BGC0001181.fna,0
635,BGC0001996.fna,1
636,BGC0002078.fna,0
637,BGC0002135.fna,0
638,MN844187.1.fasta,0
639,chalcomycin.fasta,0
640,BGC0000666.fna,0
641,BGC0001364.fasta,0
642,BGC0002311.fasta,0
643,BGC0001174.fasta,0
644,BGC0000382.fna,0
645,BGC0000929.fna,1
646,BGC0000455.fasta,0
647,BGC0000662.fasta,0
648,BGC0001507_anantin_C.fasta,0
649,BGC0000632.fasta,0
650,puwainaphycin.fasta,0
651,BGC0001662_mediomycin_A.fasta,0
652,BGC0002216.fna,0
653,BGC0002639.fna,0
654,BGC0002217.fna,0
655,MN586816.1.fasta,1
656,BGC0002648.fna,0
657,BGC0001633.fna,1
658,BGC0001296.fasta,0
659,BGC0002515.fasta,0
660,BGC0000258.fasta,0
661,BGC0000729.fna,0
662,BGC0002177.fna,0
663,BGC0001257.fasta,0
664,BGC0002419.fasta,0
665,halstoctacosanolide.fasta,0
666,BGC0001380.fna,0
667,BGC0002096.fna,0
668,lividomycin.fasta,0
669,BGC0002048.fna,0
670,BGC0000917.fna,1
671,BGC0001992.fna,1
672,BGC0000939.fasta,1
673,KY313601.1.fasta,1
674,BGC0002437.fasta,0
675,BGC0000777.fna,0
676,BGC0001397.fasta,0
677,berninamycin.fasta,0
678,mycolactone.fasta,0
679,epoxomicin.fasta,0
680,dynemicin.fasta,0
681,KY313600.1.fasta,1
682,9-methylstreptimidone.fasta,0
683,BGC0001531_bisucaberin_B.fasta,1
684,BGC0001795.fna,0
685,BGC0001572_desferrioxamine_E.fasta,1
686,BGC0001980.fasta,0
687,BGC0002111.fasta,0
688,rubrivinodin.fasta,0
689,BGC0000244.fna,0
690,BGC0002011.fna,0
691,sevadicin.fasta,0
692,quartromycin.fasta,0
693,BGC0002040.fasta,1
694,BGC0000757.fna,0
695,BGC0000764.fna,0
696,BGC0000295.fna,0
697,BGC0001728_paenilipoheptin.fasta,0
698,actagardine.fasta,0
699,DQ174261.1.fasta,0
700,BGC0002163.fna,1
701,BGC0002237.fna,0
702,indanomycin.fasta,0
703,dactylocycline.fasta,0
704,BGC0000957.fasta,0
705,BGC0001434_nematophin.fasta,0
706,BGC0001463.fna,1
707,BGC0002118.fna,0
708,BGC0002572.fna,0
709,BGC0002610.fna,0
710,stigmatellin.fasta,0
711,LC431526.1.fasta,1
712,BGC0001550_citrulassin_D.fasta,0
713,BGC0002383.fna,0
714,BGC0002384.fasta,0
715,BGC0001485.fna,0
716,BGC0001278.fasta,0
717,BGC0001212.fasta,0
718,BGC0000741.fna,0
719,BGC0001906.fna,0
720,BGC0001394.fasta,0
721,BGC0001872.fna,0
722,BGC0000891.fna,1
723,BGC0001585_melinacidin_IV.fasta,0
724,BGC0002673.fna,0
725,BGC0001494_acinetodin.fasta,0
726,tauramamide.fasta,0
727,BGC0000660.fna,0
728,microsclerodermin.fasta,0
729,BGC0001627_isonitrile_lipopeptides.fasta,0
730,MW026651.1.fasta,0
731,BGC0001462_avoparcin.fasta,0
732,BGC0002431.fna,0
733,BGC0002161.fasta,0
734,BGC0000119.fasta,0
735,BGC0002646.fna,0
736,kanamycin.fasta,0
737,AM-toxin.fasta,0
738,aurafuron.fasta,0
739,BGC0000697.fasta,0
740,BGC0001988.fna,0
741,nosperin.fasta,0
742,BGC0001160.fasta,0
743,chaetoglobosin.fasta,0
744,coumermycin_A1.fasta,1
745,BGC0002733.fna,1
746,siomycin.fasta,0
747,BGC0001504_amycomicin.fasta,0
748,BGC0000452.fasta,0
749,BGC0002226.fna,0
750,Sangivamycin.fasta,1
751,BGC0000867.fna,1
752,dehydrophos.fasta,1
753,nigericin.fasta,0
754,BGC0002462.fna,0
755,BGC0002224.fna,0
756,BGC0002336.fna,0
757,borrelidin.fasta,0
758,BGC0002329.fna,0
759,BGC0002228.fna,0
760,BGC0001598_foxicins_A.fasta,0
761,BGC0002331.fna,1
762,BGC0002641.fna,0
763,hitachimycin.fasta,0
764,BGC0001241.fasta,0
765,BGC0002321.fna,1
766,BGC0001446_asparasone_A.fasta,0
767,BGC0001998.fna,0
768,BGC0000044.fasta,0
769,BGC0000836.fna,1
770,prodigiosin.fasta,0
771,BGC0001244.fasta,0
772,BGC0001432_myxochromide_D.fasta,0
773,BGC0001817.fna,1
774,BGC0002066.fna,0
775,thurincin_H.fasta,0
776,BGC0000222.fna,0
777,BGC0000428.fasta,0
778,BGC0001357.fasta,0
779,BGC0002669.fasta,0
780,BGC0002710.fna,0
781,BGC0001006.fasta,0
782,corallopyronin_A.fasta,0
783,BGC0000255.fasta,0
784,teicoplanin.fasta,0
785,BGC0001895.fna,0
786,d-cycloserine.fasta,1
787,Amicetin.fasta,0
788,BGC0000260.fasta,0
789,porothramycin.fasta,0
790,BhtA.fasta,0
791,BGC0001204.fasta,0
792,LC072720.1.fasta,0
793,BGC0000926.fna,1
794,BGC0002221.fna,0
795,salinilactam.fasta,0
796,BGC0001369.fasta,0
797,BGC0002340.fna,1
798,BGC0002313.fasta,1
799,BGC0001529.fna,0
800,BGC0002565.fna,0
801,BGC0000916.fna,1
802,BGC0001527.fna,1
803,BGC0002518.fasta,0
804,BGC0001641_kolossin.fasta,0
805,MK303572.1.fasta,1
806,burhizin.fasta,0
807,sirodesmin.fasta,0
808,BGC0002058.fna,0
809,friulimicin.fasta,0
810,BGC0002489.fna,1
811,grincamycin.fasta,0
812,viguiepinol_BGC_streptomyces_sp_KO-3988.fasta,0
813,BGC0001078.fna,0
814,BGC0000958.fasta,0
815,BGC0000329.fasta,0
816,BGC0000328.fasta,0
817,BGC0001250.fasta,0
818,paenicidin_B.fasta,0
819,BGC0000631.fna,0
820,BGC0001940.fna,0
821,MK321256.1.fasta,0
822,nocathiacin.fasta,0
823,BGC0002652.fna,1
824,fim.fasta,0
825,BGC0001130.fna,0
826,oligomycin.fasta,0
827,BGC0001163.fasta,0
828,BGC0000553.fasta,0
829,AY263398.1.fasta,0
830,BGC0001810.fna,0
831,BGC0001534.fna,1
832,BGC0002178.fna,0
833,BGC0000030.fasta,0
834,BGC0002214.fna,0
835,MN817126.1.fasta,0
836,BGC0001444.fna,1
837,fostriecin.fasta,0
838,BGC0000713.fasta,0
839,BGC0001802_thioholgamide_A.fasta,0
840,BGC0002495.fasta,0
841,BGC0001420.fasta,0
842,BGC0001666_microansamycins.fasta,0
843,BGC0002624.fna,0
844,BGC0000920.fna,1
845,BGC0001849.fasta,0
846,KP262070.1.fasta,0
847,zorbamycin.fasta,0
848,BGC0002378.fasta,0
849,BGC0002694.fna,1
850,BGC0001752_qinichelins.fasta,0
851,BGC0000262.fasta,0
852,MW512268.1.fasta,0
853,BGC0001727_paenilan.fasta,0
854,R1128.fasta,0
855,BGC0002582.fna,0
856,BGC0002732.fasta,0
857,BGC0001228.fasta,0
858,BGC0001004.fasta,0
859,BGC0001236.fna,0
860,BGC0002506.fasta,0
861,BGC0002127.fna,0
862,BGC0001473_Sch_18640.fasta,0
863,thienamycin.fasta,1
864,BGC0002606.fasta,0
865,BGC0002015.fasta,0
866,chlorothricin.fasta,0
867,Fosfomycin.fasta,1
868,BGC0000405.fasta,0
869,BGC0002490.fna,1
870,BGC0002119.fna,0
871,BGC0001968.fna,0
872,BGC0001672.fna,0
873,nisin_U.fasta,0
874,lobophorin.fasta,0
875,BGC0001528.fna,0
876,BGC0001218.fasta,0
877,BGC0001031.fasta,0
878,basiliskamide.fasta,0
879,BGC0000817.fna,0
880,BGC0000551.fasta,0
881,hypothemycin.fasta,0
882,BGC0001636_KK_1.fasta,0
883,FD-891.fasta,0
884,BGC0000865.fasta,1
885,BGC0001365.fasta,0
886,streptoseomycin.fasta,0
887,BGC0000191.fasta,0
888,BGC0002689.fna,0
889,AB375771.1.fasta,0
890,MN737574.1.fasta,1
891,BGC0001454.fna,1
892,BGC0001193.fasta,0
893,BGC0000294.fna,0
894,BGC0001868.fna,1
895,chondramide.fasta,0
896,BGC0001928.fna,1
897,MN480426.fasta,0
898,BGC0001775.fna,0
899,cyclomarin.fasta,0
900,BGC0001299.fasta,0
901,Fredericamycin.fasta,0
902,BK010851.1.fasta,0
903,BGC0001840.fna,0
904,patulin.fasta,0
905,incednine.fasta,0
906,platensimycin-platencin.fasta,0
907,BGC0000319.fasta,0
908,BGC0001944.fna,0
909,platinum_coelichelin.fasta,0
910,BGC0002350.fasta,0
